tail_length_no_ri,tail_length_ri,tail_length_ris,tail_length_no_ri_sex,tail_length_ri_sex,tail_length_ris_sex,sex,weight,species
53.31387933115752,61.573022852686165,77.6585713320228,53.31387933115752,61.573022852686165,77.6585713320228,F,88.68602284014457,6
38.12586120942433,36.00153533348142,33.381926332389995,38.12586120942433,36.00153533348142,33.381926332389995,F,72.74229014340733,8
55.00581365618602,52.72295545201458,34.142414056063906,55.00581365618602,52.72295545201458,34.142414056063906,F,90.1647060442954,4
35.28172759128179,35.408624098560715,16.676664804295022,35.28172759128179,35.408624098560715,16.676664804295022,F,59.512471957697784,2
50.65466736909818,48.50848034963262,50.49910727477137,54.65466736909818,52.50848034963262,54.49910727477137,M,80.8461374963607,1
50.424291616141986,50.5511881234209,26.554583266774547,54.424291616141986,54.5511881234209,30.554583266774547,M,76.23854243844613,2
46.061014007730144,51.63228740587192,37.97638471696397,50.061014007730144,55.63228740587192,41.97638471696397,M,77.15941568743973,7
44.286205132719395,49.85747853086117,35.911858408991584,44.286205132719395,49.85747853086117,35.911858408991584,F,78.79639482759882,7
41.92967158930194,39.6468133851305,25.22646816811174,41.92967158930194,39.6468133851305,25.22646816811174,F,69.97676546890698,4
42.49699556558043,48.04701470799251,29.043830155363178,42.49699556558043,48.04701470799251,29.043830155363178,F,71.6679261633058,5
34.94074393918721,32.79455691972165,34.39044000767065,38.94074393918721,36.79455691972165,38.39044000767065,M,64.81424616892912,1
38.23795279809113,39.83035222578923,24.182234690222653,38.23795279809113,39.83035222578923,24.182234690222653,F,64.28208773524422,9
48.05061753273553,53.621890930877306,39.810974037883064,48.05061753273553,53.621890930877306,39.810974037883064,F,78.03528641404259,7
48.63688234415013,54.18690148656221,33.111742015345115,48.63688234415013,54.18690148656221,33.111742015345115,F,79.48209778629426,5
49.412729833088974,54.98400323123075,41.61647189235201,49.412729833088974,54.98400323123075,41.61647189235201,F,75.53004226730503,7
58.57071595501639,64.12073509742847,41.78858296021888,58.57071595501639,64.12073509742847,41.78858296021888,F,84.22267467879738,5
59.418778586455055,59.545675093733976,29.486127623563956,59.418778586455055,59.545675093733976,29.486127623563956,F,95.50084685627144,2
52.4237790434276,50.2994531674847,47.77537016025872,52.4237790434276,50.2994531674847,47.77537016025872,F,70.08968833943464,8
32.7145257981944,38.28579919633618,29.098912012541362,32.7145257981944,38.28579919633618,29.098912012541362,F,51.908311243591875,7
59.282034672312925,57.15770879637002,54.09460627984431,59.282034672312925,57.15770879637002,54.09460627984431,F,85.05738524462257,8
46.921040726176074,48.51344015387417,31.98267266150395,46.921040726176074,48.51344015387417,31.98267266150395,F,67.90799237417608,9
38.10141249149305,32.755151629581576,37.13880792043433,38.10141249149305,32.755151629581576,37.13880792043433,F,68.11991383532641,3
54.63871191090962,62.89785543243826,78.3612269073877,58.63871191090962,66.89785543243825,82.3612269073877,M,85.25571369696699,6
39.88767076189757,45.458944160039344,32.689221007491874,43.88767076189757,49.458944160039344,36.689221007491874,M,72.1522699294899,7
46.13256481718588,40.786303955274406,44.827151007614745,46.13256481718588,40.786303955274406,44.827151007614745,F,62.79282287745464,3
45.707786673607835,43.58346079766493,40.817255376307365,49.707786673607835,47.58346079766493,44.817255376307365,M,76.8130347974915,8
45.62499225262169,43.47880523315613,45.291287747049864,45.62499225262169,43.47880523315613,45.291287747049864,F,73.61108637560956,1
44.13113848478327,45.72353791248137,27.45233915195758,48.13113848478327,49.72353791248137,31.45233915195758,M,75.05764185899886,9
45.16551054381017,53.424654065338814,67.72668905388558,49.16551054381017,57.424654065338814,71.72668905388558,M,78.8528040112633,6
54.15739838702186,55.749797814719955,38.39492436490216,58.15739838702186,59.749797814719955,42.39492436490216,M,71.2933996820759,9
55.680905357108024,50.33464449519655,55.575717990723106,55.680905357108024,50.33464449519655,55.575717990723106,F,81.44376548518832,3
49.77363257604348,44.42737171413201,49.11188804437459,53.77363257604348,48.42737171413201,53.11188804437459,M,72.79513438181249,3
49.52700961459817,57.78615313612681,71.99115460374645,53.52700961459817,61.78615313612681,75.99115460374645,M,78.31781963915697,6
56.66586413850578,58.25826356620388,37.331073418590044,60.66586413850578,62.25826356620388,41.331073418590044,M,85.96839013149348,9
52.98447133874877,54.576870766446866,35.26034620893158,52.98447133874877,54.576870766446866,35.26034620893158,F,79.35181490833803,9
53.8879450642503,48.54168420233883,53.15834449526261,57.8879450642503,52.54168420233883,57.15834449526261,M,71.74068414468773,3
57.49423698331766,63.044256125729746,40.11141906287038,57.49423698331766,63.044256125729746,40.11141906287038,F,86.48807618451093,5
51.436574247523026,57.0078476456648,41.97579211342419,55.436574247523026,61.0078476456648,45.97579211342419,M,84.93503855962119,7
49.167520081240866,49.29441658851979,23.961534375735773,53.167520081240866,53.29441658851979,27.961534375735773,M,80.4839695950807,2
46.35329585387657,54.61243937540521,68.64866972007775,46.35329585387657,54.61243937540521,68.64866972007775,F,77.3873173511144,6
42.54177681572397,40.41745093978106,37.942659581952945,46.54177681572397,44.41745093978106,41.942659581952945,M,68.72093923960628,8
53.1198425451724,58.669861687584486,35.17530523112403,53.1198425451724,58.669861687584486,35.17530523112403,F,88.60652448530007,5
50.6131058122557,45.26684495034422,49.70696954286361,54.6131058122557,49.26684495034422,53.70696954286361,M,68.99740412852873,3
46.794866801592434,52.34488594400452,26.658335970506904,50.794866801592434,56.34488594400452,30.658335970506904,M,96.87332993016577,5
51.65382398887424,49.3709657847028,30.757164108147983,55.65382398887424,53.3709657847028,34.75716410814798,M,90.32610626185189,4
45.657094607664334,43.374236403492894,28.40445209298742,45.657094607664334,43.374236403492894,28.40445209298742,F,72.64299640899523,4
35.9516034797001,41.522876877841874,30.065744206896902,39.9516034797001,45.522876877841874,34.0657442068969,M,64.7357909969322,7
52.043470232031154,49.8972832125656,51.569044897612564,52.043470232031154,49.8972832125656,51.569044897612564,F,67.89593436300699,1
47.61467704072336,47.74157354800228,23.32624931251177,51.61467704072336,51.74157354800228,27.32624931251177,M,77.5688370915653,2
40.68194995162017,46.23196909403225,26.99938344106031,44.68194995162017,50.23196909403225,30.99938344106031,M,72.53308121537626,5
41.30421806895796,35.95795720704648,40.56071036891948,45.30421806895796,39.95795720704648,44.56071036891948,M,71.52457400602268,3
47.103882976242126,52.6751563743839,41.085636311463396,51.103882976242126,56.6751563743839,45.085636311463396,M,65.48381432734985,7
56.61990807847584,54.49558220253293,51.81088359922018,60.61990807847584,58.49558220253293,55.81088359922018,M,74.54972275191079,8
42.95413513365341,48.50415427606549,30.698671895471733,42.95413513365341,48.50415427606549,30.698671895471733,F,67.15095530542924,5
39.69543435394088,45.26670775208266,34.94495807572038,43.69543435394088,49.26670775208266,38.94495807572037,M,58.320580634118635,7
40.856192098285675,35.5099312363742,40.09165162422378,44.856192098285675,39.5099312363742,44.09165162422378,M,71.19773479712238,3
58.67820659894974,66.93735012047838,82.207420168215,62.67820659894974,70.93735012047837,86.207420168215,M,84.18996609060765,6
48.23654981868789,46.11222394274498,43.618504898372805,48.23654981868789,46.11222394274498,43.618504898372805,F,69.24653037391609,8
38.893554296837515,47.15269781836616,61.85862880920165,38.893554296837515,47.15269781836616,61.85862880920165,F,81.07964322225034,6
36.18442372946655,34.060097853523644,31.941818737968774,40.18442372946655,38.060097853523644,35.941818737968774,M,58.821172917108356,8
46.05160270066966,54.310746222198304,67.81319734922837,50.05160270066966,58.310746222198304,71.81319734922837,M,74.4443803447546,6
44.55623265281468,39.209971790903204,44.370624947843325,48.55623265281468,43.209971790903204,48.370624947843325,M,80.19407203943462,3
47.63964593282279,53.210919330964565,39.40420627775292,51.63964593282279,57.210919330964565,43.40420627775292,M,78.01153362166714,7
42.36117519942374,40.21498817995818,42.087689125830984,46.36117519942374,44.21498817995818,46.087689125830984,M,76.05676194148943,1
46.09300972712598,54.35215324865462,66.79329137887665,50.09300972712598,58.35215324865462,70.79329137887665,M,68.59293991694624,6
44.92970208915778,50.47972123156986,32.84605964718066,48.92970208915778,54.47972123156986,36.84605964718067,M,66.50295653966418,5
46.434277812672335,46.561174319951256,26.17792491039529,50.434277812672335,50.561174319951256,30.17792491039529,M,64.75871209395086,2
50.170513665168485,55.74178706331026,42.25984973632454,50.170513665168485,55.74178706331026,42.25984973632454,F,76.17646597100126,7
50.733197123345306,45.38693626143383,49.60362085647586,50.733197123345306,45.38693626143383,49.60362085647586,F,65.52525385815198,3
43.116523395056156,37.77026253314468,42.28098270692121,43.116523395056156,37.77026253314468,42.28098270692121,F,70.09442556299332,3
35.45302220182661,33.17016399765517,18.24240181705342,35.45302220182661,33.17016399765517,18.24240181705342,F,72.43907807801753,4
56.84760609156047,54.701419072094914,57.00210329380352,56.84760609156047,54.701419072094914,57.00210329380352,F,93.43862005232208,1
47.48949471665019,55.748638238178835,68.16938260324706,51.48949471665019,59.748638238178835,72.16938260324706,M,68.48050098304542,6
46.67075486386027,52.22077400627235,31.70992815256284,50.67075486386027,56.22077400627235,35.709928152562846,M,77.35386572284857,5
54.89418663598311,55.02108314326203,31.168930897180502,54.89418663598311,55.02108314326203,31.168930897180502,F,75.7796084956371,2
48.1645602227797,53.735833620921476,42.164433192991325,52.1645602227797,57.735833620921476,46.16443319299132,M,65.38143365869871,7
49.83092606398809,47.68473904452253,49.51386219131338,53.83092606398809,51.68473904452253,53.51386219131338,M,74.28691913876402,1
55.0716280809898,60.62164722340188,36.90462905328134,55.0716280809898,60.62164722340188,36.90462905328134,F,89.4455085842335,5
47.00001709942715,52.55003624183923,31.46614180245887,51.00001709942715,56.55003624183923,35.46614180245888,M,79.51504053079215,5
46.82144777105499,44.69712189511208,41.98135894582444,50.82144777105499,48.69712189511208,45.98135894582444,M,75.4123292199294,8
47.73340507665149,42.38714421474002,46.94166278906552,51.73340507665149,46.38714421474002,50.94166278906552,M,70.77503167660375,3
42.07274783353587,39.926560814070314,41.26768273666852,42.07274783353587,39.926560814070314,41.26768273666852,F,54.46752778459484,1
51.67611278299922,49.39325457882778,31.606370394071064,55.67611278299922,53.39325457882778,35.606370394071064,M,86.31337213414176,4
36.55553335325771,34.4312074773148,32.25630184816201,36.55553335325771,34.4312074773148,32.25630184816201,F,60.39359929075178,8
63.57776686371717,63.7046633709961,37.76886264163733,63.57776686371717,63.7046633709961,37.76886264163733,F,82.39947510877334,2
59.63830369783592,57.35544549366448,37.96579226496706,63.63830369783592,61.35544549366448,41.96579226496706,M,94.09103569217484,4
35.76251816845374,33.63819229251083,31.457255734723965,35.76251816845374,33.63819229251083,31.457255734723965,F,60.561068390282,8
55.66381695858981,53.539491082646904,50.585849118996755,55.66381695858981,53.539491082646904,50.585849118996755,F,82.01784335374711,8
46.497445042476926,52.04746418488901,32.85599259814865,50.497445042476926,56.04746418488901,36.85599259814865,M,72.37802510597533,5
43.77322544688073,52.03236896840937,62.78409843523374,43.77322544688073,52.03236896840937,62.78409843523374,F,59.27855840854512,6
40.18564649389539,45.75691989203717,35.1639008349949,44.18564649389539,49.75691989203717,39.1639008349949,M,59.85332346218249,7
39.20017387590099,40.792573303599085,26.43400803494387,43.20017387590099,44.792573303599085,30.43400803494387,M,58.984638264254066,9
45.298525492709786,50.86979889085156,38.53569014790039,49.298525492709786,54.86979889085156,42.53569014790039,M,69.69093477829696,7
42.255126060283246,39.972267856111806,27.529056400763196,46.255126060283246,43.972267856111806,31.529056400763196,M,60.382444150041,4
47.88915520715949,48.01605171443841,22.24402130621743,51.88915520715949,52.01605171443841,26.24402130621743,M,81.87916772975828,2
54.72372855126266,52.59940267531975,49.14219343122248,54.72372855126266,52.59940267531975,49.14219343122248,F,96.00108940525672,8
40.140951589127305,38.016625713184396,35.77919947098077,40.140951589127305,38.016625713184396,35.77919947098077,F,62.129695239648214,8
52.295201395561335,50.14901437609578,52.18965560017963,56.295201395561335,54.14901437609578,56.18965560017963,M,82.87738847475178,1
49.75832892865756,55.32960232679934,40.694805631214784,49.75832892865756,55.32960232679934,40.694805631214784,F,82.69042241000909,7
50.7459357070401,50.87283221431902,26.220436663077006,54.7459357070401,54.87283221431902,30.220436663077006,M,78.32202578950118,2
36.94943989560497,45.20858341713361,56.98285397669789,36.94943989560497,45.20858341713361,56.98285397669789,F,64.91623391722992,6
39.74794470250982,37.46508649833838,22.255746571038614,39.74794470250982,37.46508649833838,22.255746571038614,F,73.8054739336934,4
55.55807648668918,63.817220008217824,76.91187654130977,55.55807648668918,63.817220008217824,76.91187654130977,F,72.19604664829754,6
52.30433323140395,46.95807236949248,52.14677164997396,52.30433323140395,46.95807236949248,52.14677164997396,F,80.6298953322048,3
43.65266555250796,51.911809074036604,64.83952059570325,47.65266555250796,55.911809074036604,68.83952059570325,M,71.27561243896172,6
50.98507769097628,52.57747711867438,31.9420745401115,54.98507769097628,56.57747711867438,35.9420745401115,M,84.7697338668562,9
49.55268836638273,47.428362490439824,44.862343179699934,53.55268836638273,51.428362490439824,48.862343179699934,M,71.25419142232987,8
51.71195325674988,53.30435268444798,32.484581737930384,51.71195325674988,53.30435268444798,32.484581737930384,F,85.52711465579333,9
43.21468978605309,48.78596318419487,37.3691049465452,43.21468978605309,48.78596318419487,37.3691049465452,F,64.50822993333935,7
39.87559564571718,34.52933478380571,38.54480297441218,39.87559564571718,34.52933478380571,38.54480297441218,F,62.39844755241887,3
61.198244385028225,59.07391850908532,55.20583505457949,61.198244385028225,59.07391850908532,55.20583505457949,F,107.41039934942404,8
48.426661126799125,48.55355763407805,26.25888040602118,52.426661126799125,52.55355763407805,30.25888040602118,M,70.83142411839569,2
49.69861074945432,47.57428487351141,44.7659725216338,53.69861074945432,51.57428487351141,48.7659725216338,M,77.98227591540716,8
57.19191170502094,55.067585829078034,52.13742909163053,61.19191170502094,59.067585829078034,56.13742909163053,M,81.36569674033849,8
39.45411258308256,37.32978670713966,34.80309262171964,43.45411258308256,41.32978670713966,38.80309262171964,M,70.16219374291256,8
49.40777319132107,49.53466969859999,24.301045797282296,49.40777319132107,49.53466969859999,24.301045797282296,F,80.16862044313609,2
48.29987789282649,46.15369087336093,48.09121975801291,52.29987789282649,50.15369087336093,52.09121975801291,M,78.68964527385086,1
41.04878579222317,42.64118521992127,24.908316541512747,41.04878579222317,42.64118521992127,24.908316541512747,F,72.84619492358307,9
52.81575879891791,58.365777941329995,38.30594540435747,52.81575879891791,58.365777941329995,38.30594540435747,F,75.65293033525315,5
46.792664985936966,52.36393838407874,39.15050873890385,46.792664985936966,52.36393838407874,39.15050873890385,F,74.65932746261537,7
51.214469542923574,45.8682086810121,52.064315129462535,51.214469542923574,45.8682086810121,52.064315129462535,F,96.28451899016181,3
40.83261638166476,49.0917599031934,61.35037883742013,40.83261638166476,49.0917599031934,61.35037883742013,F,67.58663903727171,6
36.49335086139621,34.3690249854533,32.062803145486285,36.49335086139621,34.3690249854533,32.062803145486285,F,64.04003732925337,8
52.88438455892748,54.47678398662558,36.127629037852955,52.88438455892748,54.47678398662558,36.127629037852955,F,75.37788399171079,9
61.76692603152622,56.42066516961474,61.446869864272614,65.76692603152622,60.42066516961474,65.44686986427261,M,78.10480749443137,3
46.31403829886886,44.1678512794033,46.12201480760224,46.31403829886886,44.1678512794033,46.12201480760224,F,79.36523478910183,1
44.747023295935485,42.622697419992576,40.08685073157219,48.747023295935485,46.622697419992576,44.08685073157219,M,70.41634667288895,8
43.58204450159734,49.153317899739115,37.76150120807451,47.58204450159734,53.153317899739115,41.76150120807451,M,64.36673866028809,7
67.3607229754815,72.91074211789358,49.674626035695944,67.3607229754815,72.91074211789358,49.674626035695944,F,87.6318517608949,5
34.10673074185353,28.760469879942058,33.36186663661101,38.10673074185353,32.76046987994206,37.36186663661101,M,71.50349612046445,3
40.60265700825155,46.173930406393325,34.43201790858197,44.60265700825155,50.173930406393325,38.43201790858197,M,66.34487137346626,7
40.3046283691558,38.02177016498436,23.053179451496245,40.3046283691558,38.02177016498436,23.053179451496245,F,72.63720431058904,4
45.37599649707266,46.96839592477076,29.19121195752566,45.37599649707266,46.96839592477076,29.19121195752566,F,73.02824105651447,9
51.67010536063817,57.22012450305025,34.39039954686364,51.67010536063817,57.22012450305025,34.39039954686364,F,86.09920289713641,5
44.274642430861334,45.86704185855943,27.40359973864463,44.274642430861334,45.86704185855943,27.40359973864463,F,75.84737292197197,9
60.44104751354034,66.01232091168211,51.40405123062483,60.44104751354034,66.01232091168211,51.40405123062483,F,82.54053785184522,7
46.28886659946359,47.881266027161686,30.83951999696775,50.28886659946359,51.881266027161686,34.83951999696775,M,70.0070798282774,9
60.540153418847815,62.13255284654591,43.353363934197105,60.540153418847815,62.13255284654591,43.353363934197105,F,77.14445309581602,9
49.99465357363759,55.56592697177937,42.86684286363185,53.99465357363759,59.56592697177937,46.86684286363185,M,71.75314088509165,7
41.64635688958767,39.36349868541623,23.713087363616985,41.64635688958767,39.36349868541623,23.713087363616985,F,75.94583528173571,4
39.25572713477138,33.9094662728599,38.159685531003454,43.25572713477138,37.9094662728599,42.159685531003454,M,66.04636642022459,3
42.3111844291749,43.903583856873,28.8372864683499,42.3111844291749,43.903583856873,28.8372864683499,F,61.89198466672028,9
54.59657221831462,54.72346872559354,24.83033730626537,54.59657221831462,54.72346872559354,24.83033730626537,F,94.97213384747967,2
52.27499256375014,50.15066668780723,47.23342422707667,52.27499256375014,50.15066668780723,47.23342422707667,F,81.00708823672417,8
44.90650640166637,42.76031938220081,44.298907107062114,48.90650640166637,46.76031938220081,48.298907107062114,M,62.48728638375056,1
46.54978179985325,52.12105519799503,39.92899191657775,50.54978179985325,56.12105519799503,43.92899191657775,M,68.8883408331958,7
40.899535406159195,41.02643191343812,21.151046783707574,40.899535406159195,41.02643191343812,21.151046783707574,F,63.1451991540269,2
55.27635707510572,49.93009621319425,56.17147976844227,59.27635707510572,53.93009621319425,60.17147976844227,M,96.9881034888372,3
47.61546143634673,47.74235794362565,20.00468284316136,51.61546143634673,51.74235794362565,24.00468284316136,M,88.12412976433511,2
47.878749209509806,53.42876835192189,34.245112418328716,47.878749209509806,53.42876835192189,34.245112418328716,F,72.34854943303647,5
54.82764866662494,52.70332279068202,49.80679265483518,54.82764866662494,52.70332279068202,49.80679265483518,F,80.4319405923209,8
45.02995321167981,42.88376619221425,44.62842661989241,45.02995321167981,42.88376619221425,44.62842661989241,F,70.8566005208114,1
48.886853790544514,46.740666771078956,48.470084215138606,48.886853790544514,46.740666771078956,48.470084215138606,F,70.23753105384422,1
54.69463422836879,52.57030835242588,50.15338741397226,58.69463422836879,56.57030835242588,54.15338741397226,M,67.11397162149757,8
54.19602007249098,54.3229165797699,32.58775015125753,58.19602007249098,58.3229165797699,36.58775015125753,M,69.0538273254049,2
53.28000995280277,51.15568407685986,47.86024211011247,53.28000995280277,51.15568407685986,47.86024211011247,F,91.5090746733669,8
49.963418581548126,44.61715771963665,49.40879347095123,49.963418581548126,44.61715771963665,49.40879347095123,F,74.4597187491456,3
44.58517299340725,42.30231478923581,26.60108226352964,48.58517299340725,46.30231478923581,30.60108226352964,M,76.19245236427584,4
52.16750426750351,57.73877766564529,44.033769527650946,52.16750426750351,57.73877766564529,44.033769527650946,F,77.43687429599092,7
53.37056369204294,53.497460199321864,26.01139260491635,57.37056369204294,57.497460199321864,30.01139260491635,M,87.32475878485337,2
46.307618735609324,44.02476053143789,29.63273056884282,46.307618735609324,44.02476053143789,29.63273056884282,F,69.8393616905522,4
38.2423911759938,36.096204156528245,37.698505872199036,38.2423911759938,36.096204156528245,37.698505872199036,F,65.07492849607962,1
61.90537424117916,56.559113379267686,62.463862712615814,61.90537424117916,56.559113379267686,62.463862712615814,F,91.7569693240319,3
44.873284083089224,50.444557481231,37.951618369651264,44.873284083089224,50.444557481231,37.951618369651264,F,70.58836783094715,7
41.65507036052532,39.530744484582414,37.090222286291784,45.65507036052532,43.530744484582414,41.090222286291784,M,67.76934030060127,8
40.93552754250761,35.58926668059613,39.62010350945178,40.93552754250761,35.58926668059613,39.62010350945178,F,62.63726881116707,3
41.458413288390396,47.02968668653217,36.02969186752734,45.458413288390396,51.02968668653217,40.02969186752733,M,62.152842776822034,7
52.81445266197929,52.94134916925821,31.14120499964378,52.81445266197929,52.94134916925821,31.14120499964378,F,69.26026520702013,2
45.036309144163894,45.163205651442816,19.611287729653256,45.036309144163894,45.163205651442816,19.611287729653256,F,81.17985817166529,2
65.3441967121035,66.9365961398016,45.97773802115287,69.3441967121035,70.9365961398016,49.97773802115287,M,86.09848138929718,9
47.17137983686288,52.74265323500466,38.216619455197524,51.17137983686288,56.74265323500466,42.216619455197524,M,82.07588353835588,7
46.55493038932406,44.408743369858506,46.165883088754676,46.55493038932406,44.408743369858506,46.165883088754676,F,71.36342702904747,1
37.50804286317674,37.63493937045566,13.840107221225935,41.50804286317674,41.63493937045566,17.840107221225935,M,75.597499373846,2
40.70471502995104,42.29711445764914,25.755138771374394,44.70471502995104,46.29711445764914,29.75513877137439,M,67.9540353631993,9
47.572776012773616,49.165175440471714,32.65392461381202,47.572776012773616,49.165175440471714,32.65392461381202,F,67.8278183842599,9
54.4494177877797,52.303230768314144,54.36773397873565,58.4494177877797,56.303230768314144,58.36773397873565,M,83.8465049897692,1
44.47489821574502,52.734041737273664,64.49522423213556,44.47489821574502,52.734041737273664,64.49522423213556,F,64.84407421396456,6
54.94264330979889,63.20178683132753,80.35145535828977,58.94264330979889,67.20178683132752,84.35145535828977,M,94.55293965492464,6
